{'order_id': 'o_91186', 'user_id': 'u_9048550304', 'prod_id': '1651312', 'order_time': '02-05-2023_16:51:18'} 
{'order_id': 'o_49906', 'user_id': 'u_9048550304', 'prod_id': '1565582', 'order_time': '23-11-2022_17:20:59'} 
{'order_id': 'o_39316', 'user_id': 'u_9048550304', 'prod_id': '1711655', 'order_time': '24-02-2023_02:08:28'} 
{'order_id': 'o_20705', 'user_id': 'u_9048550304', 'prod_id': '1310675', 'order_time': '23-02-2023_02:51:24'} 
{'order_id': 'o_92908', 'user_id': 'u_9048550304', 'prod_id': '1692130', 'order_time': '22-08-2022_22:09:37'} 
{'order_id': 'o_83935', 'user_id': 'u_9048550304', 'prod_id': '1718721', 'order_time': '27-07-2022_07:26:14'} 
{'order_id': 'o_78872', 'user_id': 'u_9048550304', 'prod_id': '1248837', 'order_time': '08-02-2023_22:14:52'} 
{'order_id': 'o_85933', 'user_id': 'u_9048550304', 'prod_id': '1178283', 'order_time': '22-05-2023_16:27:10'} 
{'order_id': 'o_71218', 'user_id': 'u_9048550304', 'prod_id': '1053601', 'order_time': '24-08-2022_19:43:29'} 
{'order_id': 'o_87370', 'user_id': 'u_9048550304', 'prod_id': '1603173', 'order_time': '25-04-2023_12:58:51'} 
{'order_id': 'o_54163', 'user_id': 'u_9048550304', 'prod_id': '1448264', 'order_time': '03-10-2022_05:54:38'} 
{'order_id': 'o_46749', 'user_id': 'u_9048550304', 'prod_id': '1571570', 'order_time': '13-08-2022_23:07:59'} 
{'order_id': 'o_25157', 'user_id': 'u_9048550304', 'prod_id': '1536897', 'order_time': '17-02-2023_15:53:01'} 
{'order_id': 'o_16202', 'user_id': 'u_9048550304', 'prod_id': '1285176', 'order_time': '10-08-2022_03:18:50'} 
{'order_id': 'o_22070', 'user_id': 'u_9048550304', 'prod_id': '1260402', 'order_time': '24-04-2023_18:28:20'} 
{'order_id': 'o_51357', 'user_id': 'u_9048550304', 'prod_id': '1253938', 'order_time': '16-06-2022_15:35:11'} 
{'order_id': 'o_55489', 'user_id': 'u_9048550304', 'prod_id': '1316470', 'order_time': '18-07-2022_10:03:29'} 
{'order_id': 'o_97233', 'user_id': 'u_9048550304', 'prod_id': '1341781', 'order_time': '01-10-2022_18:54:19'} 
{'order_id': 'o_27969', 'user_id': 'u_9048550304', 'prod_id': '1167471', 'order_time': '24-04-2023_07:45:26'} 
{'order_id': 'o_18101', 'user_id': 'u_9048550304', 'prod_id': '1250565', 'order_time': '17-11-2022_10:33:50'} 
{'order_id': 'o_44641', 'user_id': 'u_9048550304', 'prod_id': '1676477', 'order_time': '04-06-2023_11:59:28'} 
{'order_id': 'o_32531', 'user_id': 'u_9048550304', 'prod_id': '1360217', 'order_time': '22-03-2023_19:31:38'} 
{'order_id': 'o_29098', 'user_id': 'u_9048550304', 'prod_id': '1563624', 'order_time': '25-06-2022_02:13:17'} 
{'order_id': 'o_55426', 'user_id': 'u_9048550304', 'prod_id': '1697611', 'order_time': '28-11-2022_06:54:40'} 
{'order_id': 'o_76961', 'user_id': 'u_9048550304', 'prod_id': '1282104', 'order_time': '25-07-2022_14:21:09'} 
{'order_id': 'o_96069', 'user_id': 'u_9048550304', 'prod_id': '1634365', 'order_time': '09-08-2022_01:09:28'} 
{'order_id': 'o_67899', 'user_id': 'u_9048550304', 'prod_id': '1491130', 'order_time': '16-07-2022_15:51:57'} 
{'order_id': 'o_26373', 'user_id': 'u_9048550304', 'prod_id': '1698870', 'order_time': '17-10-2022_17:05:13'} 
{'order_id': 'o_70613', 'user_id': 'u_9048550304', 'prod_id': '1312386', 'order_time': '18-05-2023_06:00:16'} 
{'order_id': 'o_83513', 'user_id': 'u_9048550304', 'prod_id': '1251986', 'order_time': '07-03-2023_10:27:12'} 
{'order_id': 'o_63053', 'user_id': 'u_9048550304', 'prod_id': '1705977', 'order_time': '03-11-2022_12:08:34'} 
{'order_id': 'o_23095', 'user_id': 'u_9048550304', 'prod_id': '1664481', 'order_time': '08-10-2022_20:13:57'} 
{'order_id': 'o_55485', 'user_id': 'u_9048550304', 'prod_id': '1701368', 'order_time': '24-04-2023_12:53:24'} 
{'order_id': 'o_32109', 'user_id': 'u_9048550304', 'prod_id': '1719396', 'order_time': '23-01-2023_20:17:28'} 
{'order_id': 'o_41384', 'user_id': 'u_9048550304', 'prod_id': '1416295', 'order_time': '26-02-2023_21:41:22'} 
{'order_id': 'o_84428', 'user_id': 'u_9048550304', 'prod_id': '1440698', 'order_time': '07-05-2023_13:36:58'} 
{'order_id': 'o_60890', 'user_id': 'u_9048550304', 'prod_id': '1416391', 'order_time': '12-07-2022_23:15:57'} 
{'order_id': 'o_90425', 'user_id': 'u_9048550304', 'prod_id': '1619247', 'order_time': '19-02-2023_20:15:14'} 
{'order_id': 'o_43300', 'user_id': 'u_9048550304', 'prod_id': '1268767', 'order_time': '20-04-2023_10:40:36'} 
{'order_id': 'o_11632', 'user_id': 'u_9048550304', 'prod_id': '1384121', 'order_time': '03-10-2022_16:02:27'} 
{'order_id': 'o_94396', 'user_id': 'u_9048550304', 'prod_id': '1139466', 'order_time': '18-09-2022_22:41:30'} 
{'order_id': 'o_57787', 'user_id': 'u_9048550304', 'prod_id': '1304680', 'order_time': '29-07-2022_23:45:53'} 
{'order_id': 'o_94774', 'user_id': 'u_9048550304', 'prod_id': '1709534', 'order_time': '02-08-2022_01:59:01'} 
{'order_id': 'o_69449', 'user_id': 'u_9048550304', 'prod_id': '1267726', 'order_time': '03-10-2022_18:18:06'} 
{'order_id': 'o_83549', 'user_id': 'u_9048550304', 'prod_id': '1274383', 'order_time': '26-10-2022_20:47:05'} 
{'order_id': 'o_45561', 'user_id': 'u_9048550304', 'prod_id': '1363862', 'order_time': '07-08-2022_08:13:16'} 
{'order_id': 'o_90830', 'user_id': 'u_9048550304', 'prod_id': '986001', 'order_time': '06-05-2023_21:10:15'} 
{'order_id': 'o_50858', 'user_id': 'u_9048550304', 'prod_id': '1437388', 'order_time': '20-08-2022_00:12:22'} 
{'order_id': 'o_40183', 'user_id': 'u_9048550304', 'prod_id': '1702664', 'order_time': '11-05-2023_11:02:25'} 
{'order_id': 'o_65121', 'user_id': 'u_9048550304', 'prod_id': '1368760', 'order_time': '30-06-2022_15:23:07'} 
{'order_id': 'o_47682', 'user_id': 'u_9048550304', 'prod_id': '1548359', 'order_time': '21-12-2022_05:43:44'} 
{'order_id': 'o_42030', 'user_id': 'u_9048550304', 'prod_id': '1041820', 'order_time': '29-05-2023_06:37:27'} 
{'order_id': 'o_81197', 'user_id': 'u_9048550304', 'prod_id': '1593897', 'order_time': '22-04-2023_02:51:43'} 
{'order_id': 'o_70599', 'user_id': 'u_9048550304', 'prod_id': '1598616', 'order_time': '27-08-2022_09:39:08'} 
{'order_id': 'o_84247', 'user_id': 'u_9048550304', 'prod_id': '1674300', 'order_time': '29-04-2023_01:21:52'} 
{'order_id': 'o_40569', 'user_id': 'u_9048550304', 'prod_id': '1175063', 'order_time': '17-12-2022_10:47:40'} 
{'order_id': 'o_64161', 'user_id': 'u_9048550304', 'prod_id': '1267322', 'order_time': '09-02-2023_16:12:37'} 
{'order_id': 'o_38688', 'user_id': 'u_9048550304', 'prod_id': '1265269', 'order_time': '11-01-2023_16:24:34'} 
{'order_id': 'o_62867', 'user_id': 'u_9048550304', 'prod_id': '1407616', 'order_time': '19-07-2022_08:15:36'} 
{'order_id': 'o_43884', 'user_id': 'u_9048550304', 'prod_id': '1446560', 'order_time': '13-06-2022_03:55:07'} 
{'order_id': 'o_12802', 'user_id': 'u_9048550304', 'prod_id': '1716725', 'order_time': '17-11-2022_06:57:13'} 
{'order_id': 'o_11569', 'user_id': 'u_9048550304', 'prod_id': '1385564', 'order_time': '21-12-2022_19:18:32'} 
{'order_id': 'o_99215', 'user_id': 'u_9048550304', 'prod_id': '1015806', 'order_time': '03-10-2022_03:56:10'} 
{'order_id': 'o_63101', 'user_id': 'u_9048550304', 'prod_id': '1222532', 'order_time': '14-10-2022_07:37:43'} 
{'order_id': 'o_82696', 'user_id': 'u_9048550304', 'prod_id': '1661980', 'order_time': '17-07-2022_19:56:24'} 
{'order_id': 'o_86818', 'user_id': 'u_9048550304', 'prod_id': '1347183', 'order_time': '12-09-2022_12:05:51'} 
{'order_id': 'o_37103', 'user_id': 'u_5304974066', 'prod_id': '1682621', 'order_time': '17-09-2022_00:28:37'} 
{'order_id': 'o_46193', 'user_id': 'u_5304974066', 'prod_id': '1085882', 'order_time': '04-09-2022_13:46:15'} 
{'order_id': 'o_92046', 'user_id': 'u_5304974066', 'prod_id': '1013576', 'order_time': '07-06-2023_06:20:24'} 
{'order_id': 'o_85399', 'user_id': 'u_5304974066', 'prod_id': '1071751', 'order_time': '09-03-2023_04:53:37'} 
{'order_id': 'o_43063', 'user_id': 'u_5304974066', 'prod_id': '993237', 'order_time': '26-03-2023_20:07:19'} 
{'order_id': 'o_92255', 'user_id': 'u_5304974066', 'prod_id': '1192099', 'order_time': '15-12-2022_12:56:00'} 
{'order_id': 'o_59221', 'user_id': 'u_5304974066', 'prod_id': '1301197', 'order_time': '21-05-2023_18:38:37'} 
{'order_id': 'o_90114', 'user_id': 'u_5304974066', 'prod_id': '1724304', 'order_time': '20-08-2022_06:18:43'} 
{'order_id': 'o_97792', 'user_id': 'u_5304974066', 'prod_id': '1367552', 'order_time': '24-08-2022_01:16:09'} 
{'order_id': 'o_15967', 'user_id': 'u_5304974066', 'prod_id': '963210', 'order_time': '03-11-2022_02:25:07'} 
{'order_id': 'o_53162', 'user_id': 'u_5304974066', 'prod_id': '1722684', 'order_time': '30-03-2023_22:45:25'} 
{'order_id': 'o_85158', 'user_id': 'u_5304974066', 'prod_id': '1219865', 'order_time': '20-08-2022_13:53:50'} 
{'order_id': 'o_93429', 'user_id': 'u_5304974066', 'prod_id': '1351048', 'order_time': '27-01-2023_22:03:30'} 
{'order_id': 'o_46533', 'user_id': 'u_5304974066', 'prod_id': '1358999', 'order_time': '18-04-2023_19:50:31'} 
{'order_id': 'o_83458', 'user_id': 'u_5304974066', 'prod_id': '1664932', 'order_time': '31-08-2022_13:06:22'} 
{'order_id': 'o_91205', 'user_id': 'u_5304974066', 'prod_id': '1365449', 'order_time': '03-07-2022_08:13:37'} 
{'order_id': 'o_33385', 'user_id': 'u_5304974066', 'prod_id': '1670343', 'order_time': '14-03-2023_00:51:45'} 
{'order_id': 'o_33776', 'user_id': 'u_5304974066', 'prod_id': '1303323', 'order_time': '29-03-2023_22:24:54'} 
{'order_id': 'o_71980', 'user_id': 'u_5304974066', 'prod_id': '1553064', 'order_time': '13-09-2022_15:22:24'} 
{'order_id': 'o_99401', 'user_id': 'u_5304974066', 'prod_id': '1599616', 'order_time': '18-12-2022_17:14:35'} 
{'order_id': 'o_76340', 'user_id': 'u_5304974066', 'prod_id': '1483967', 'order_time': '28-07-2022_20:38:19'} 
{'order_id': 'o_55259', 'user_id': 'u_5304974066', 'prod_id': '1469721', 'order_time': '05-02-2023_02:41:08'} 
{'order_id': 'o_48528', 'user_id': 'u_5304974066', 'prod_id': '1281069', 'order_time': '02-02-2023_18:50:54'} 
{'order_id': 'o_29819', 'user_id': 'u_5304974066', 'prod_id': '1207767', 'order_time': '17-08-2022_17:52:12'} 
{'order_id': 'o_64749', 'user_id': 'u_5304974066', 'prod_id': '1529989', 'order_time': '11-02-2023_12:16:21'} 
{'order_id': 'o_75093', 'user_id': 'u_5304974066', 'prod_id': '1456229', 'order_time': '17-05-2023_13:36:39'} 
{'order_id': 'o_85134', 'user_id': 'u_5304974066', 'prod_id': '1388124', 'order_time': '14-01-2023_23:58:09'} 
{'order_id': 'o_36211', 'user_id': 'u_5304974066', 'prod_id': '1007157', 'order_time': '20-09-2022_17:25:33'} 
{'order_id': 'o_11056', 'user_id': 'u_5304974066', 'prod_id': '1615451', 'order_time': '27-08-2022_09:54:00'} 
{'order_id': 'o_15814', 'user_id': 'u_5304974066', 'prod_id': '1615091', 'order_time': '10-12-2022_15:07:22'} 
{'order_id': 'o_57690', 'user_id': 'u_5304974066', 'prod_id': '1086067', 'order_time': '24-11-2022_00:00:02'} 
{'order_id': 'o_59461', 'user_id': 'u_5304974066', 'prod_id': '1574036', 'order_time': '09-05-2023_08:35:01'} 
{'order_id': 'o_83115', 'user_id': 'u_5304974066', 'prod_id': '1355053', 'order_time': '09-04-2023_04:35:02'} 
{'order_id': 'o_29410', 'user_id': 'u_5304974066', 'prod_id': '1174893', 'order_time': '27-06-2022_00:18:47'} 
{'order_id': 'o_37932', 'user_id': 'u_5304974066', 'prod_id': '1296984', 'order_time': '06-08-2022_13:20:14'} 
{'order_id': 'o_41005', 'user_id': 'u_5304974066', 'prod_id': '1661159', 'order_time': '10-07-2022_07:26:16'} 
{'order_id': 'o_25477', 'user_id': 'u_5304974066', 'prod_id': '1345610', 'order_time': '12-04-2023_05:46:04'} 
{'order_id': 'o_43776', 'user_id': 'u_5304974066', 'prod_id': '1664979', 'order_time': '05-03-2023_17:43:18'} 
{'order_id': 'o_28836', 'user_id': 'u_5304974066', 'prod_id': '1232574', 'order_time': '02-04-2023_07:53:16'} 
{'order_id': 'o_73927', 'user_id': 'u_5304974066', 'prod_id': '1095295', 'order_time': '31-10-2022_21:51:37'} 
{'order_id': 'o_76920', 'user_id': 'u_5304974066', 'prod_id': '1223927', 'order_time': '08-07-2022_04:46:38'} 
{'order_id': 'o_17634', 'user_id': 'u_5304974066', 'prod_id': '1305979', 'order_time': '10-05-2023_08:31:49'} 
{'order_id': 'o_35465', 'user_id': 'u_5304974066', 'prod_id': '964095', 'order_time': '18-03-2023_02:19:45'} 
{'order_id': 'o_23032', 'user_id': 'u_5304974066', 'prod_id': '1325189', 'order_time': '25-02-2023_12:29:52'} 
{'order_id': 'o_58181', 'user_id': 'u_5304974066', 'prod_id': '1385150', 'order_time': '04-04-2023_23:52:23'} 
{'order_id': 'o_63705', 'user_id': 'u_5304974066', 'prod_id': '1157031', 'order_time': '11-02-2023_19:02:49'} 
{'order_id': 'o_65763', 'user_id': 'u_5304974066', 'prod_id': '1374878', 'order_time': '09-08-2022_10:46:27'} 
{'order_id': 'o_24749', 'user_id': 'u_5304974066', 'prod_id': '1265490', 'order_time': '24-02-2023_12:57:52'} 
{'order_id': 'o_85521', 'user_id': 'u_5304974066', 'prod_id': '1250976', 'order_time': '04-09-2022_23:43:20'} 
{'order_id': 'o_11301', 'user_id': 'u_5304974066', 'prod_id': '1210855', 'order_time': '22-05-2023_16:33:39'} 
{'order_id': 'o_36550', 'user_id': 'u_5304974066', 'prod_id': '1719430', 'order_time': '23-07-2022_20:51:23'} 
{'order_id': 'o_30801', 'user_id': 'u_5304974066', 'prod_id': '1288685', 'order_time': '24-06-2022_04:18:27'} 
{'order_id': 'o_98997', 'user_id': 'u_5304974066', 'prod_id': '1719741', 'order_time': '31-08-2022_21:15:19'} 
{'order_id': 'o_16632', 'user_id': 'u_5304974066', 'prod_id': '1023476', 'order_time': '05-01-2023_07:59:53'} 
{'order_id': 'o_13566', 'user_id': 'u_5304974066', 'prod_id': '1712122', 'order_time': '20-02-2023_21:31:02'} 
{'order_id': 'o_15191', 'user_id': 'u_5304974066', 'prod_id': '1126805', 'order_time': '28-06-2022_03:30:27'} 
{'order_id': 'o_76016', 'user_id': 'u_5304974066', 'prod_id': '1185046', 'order_time': '27-07-2022_07:14:07'} 
{'order_id': 'o_82415', 'user_id': 'u_5304974066', 'prod_id': '1650663', 'order_time': '16-03-2023_07:25:03'} 
{'order_id': 'o_40585', 'user_id': 'u_5304974066', 'prod_id': '1716433', 'order_time': '17-11-2022_01:31:20'} 
{'order_id': 'o_19431', 'user_id': 'u_5304974066', 'prod_id': '1000031', 'order_time': '27-09-2022_22:08:10'} 
{'order_id': 'o_16821', 'user_id': 'u_5304974066', 'prod_id': '1713102', 'order_time': '30-05-2023_21:49:03'} 
{'order_id': 'o_35248', 'user_id': 'u_5304974066', 'prod_id': '1625876', 'order_time': '09-10-2022_15:55:52'} 
{'order_id': 'o_60523', 'user_id': 'u_5304974066', 'prod_id': '1120667', 'order_time': '16-04-2023_04:44:58'} 
{'order_id': 'o_34965', 'user_id': 'u_5304974066', 'prod_id': '1721463', 'order_time': '02-09-2022_03:59:33'} 
{'order_id': 'o_15422', 'user_id': 'u_5304974066', 'prod_id': '1711043', 'order_time': '28-03-2023_00:54:02'} 
